RegionID,RegionName,City,State,Metro,CountyName,SizeRank,PriceToRentRatio
95831,89135,Las Vegas,NV,Las Vegas,Clark,2881,18.11
78297,46825,Fort Wayne,IN,Fort Wayne,Allen,2882,9.12
79091,48236,Grosse Pointe Woods,MI,Detroit,Wayne,2883,13.26
62076,11364,New York,NY,New York,Queens,2884,25.62
70857,30078,Snellville,GA,Atlanta,Gwinnett,2885,12.07
71773,32080,Saint Augustine,FL,Jacksonville,Saint Johns,2886,13.23
99515,98030,Kent,WA,Seattle,King,2887,15.81
75706,40503,Lexington,KY,Lexington,Fayette,2888,12.24
71910,32277,Jacksonville,FL,Jacksonville,Duval,2889,11.99
93595,80917,Colorado Springs,CO,Colorado Springs,El Paso,2890,15.17
94430,84065,Riverton,UT,Salt Lake City,Salt Lake,2891,16.68
74411,37664,Kingsport,TN,Kingsport,Sullivan,2892,11.91
98944,96813,Honolulu,HI,Urban Honolulu,Honolulu,2893,21.56
66700,20901,Silver Spring,MD,Washington,Montgomery,2894,16.72
63901,15102,Bethel Park,PA,Pittsburgh,Allegheny,2895,12.25
82119,55118,West Saint Paul,MN,Minneapolis-St Paul,Dakota,2896,13.48
58632,2118,Boston,MA,Boston,Suffolk,2897,23.48
92565,78628,Georgetown,TX,Austin,Williamson,2898,13.8
96773,92270,Rancho Mirage,CA,Riverside,Riverside,2899,11.88
88453,70068,La Place,LA,New Orleans,Saint John the Baptist,2900,9.32
99342,97520,Ashland,OR,Medford,Jackson,2901,19.63
93330,80260,Thornton,CO,Denver,Adams,2902,14.25
70031,28560,New Bern,NC,New Bern,Craven,2903,11.12
70367,29212,Columbia,SC,Columbia,Richland,2904,10.3
96513,91773,San Dimas,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2905,20.37
98542,96002,Redding,CA,Redding,Shasta,2906,15.3
96469,91711,Claremont,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2907,20.99
65087,17522,Ephrata,PA,Lancaster,Lancaster,2908,14.49
72387,33055,Miami Gardens,FL,Miami-Fort Lauderdale,Miami-Dade,2909,12.15
71778,32086,Saint Augustine,FL,Jacksonville,Saint Johns,2910,12.4
71973,32405,Panama City,FL,Panama City,Bay,2911,11.95
100227,99508,Anchorage,AK,Anchorage,Anchorage,2912,12.25
84558,60525,La Grange,IL,Chicago,Cook,2913,14.38
399660,85392,Avondale,AZ,Phoenix,Maricopa,2914,15.13
99181,97304,Salem,OR,Salem,Marion,2915,15.37
90133,73703,Enid,OK,Enid,Garfield,2916,10.99
99694,98290,Snohomish,WA,Seattle,Snohomish,2917,19.78
72102,32607,Gainesville,FL,Gainesville,Alachua,2918,11.15
86833,65536,Lebanon,MO,Lebanon,Laclede,2919,10.98
96496,91754,Monterey Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2920,21.09
90384,74403,Muskogee,OK,Muskogee,Muskogee,2921,7.62
85946,63128,Concord,MO,St. Louis,Saint Louis,2922,13.14
88102,68701,Norfolk,NE,Norfolk,Madison,2923,12.26
91625,76903,San Angelo,TX,San Angelo,Tom Green,2924,7.85
96378,91355,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2925,17.32
65821,19154,Philadelphia,PA,Philadelphia,Philadelphia,2926,12.52
81110,52761,Muscatine,IA,Muscatine,Muscatine,2927,10.64
97026,92807,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,2928,19.81
92489,78539,Edinburg,TX,McAllen,Hidalgo,2929,9.18
72297,32909,Palm Bay,FL,Melbourne,Brevard,2930,11.51
72071,32570,Milton,FL,Pensacola,Santa Rosa,2931,11.11
60912,8016,Burlington,NJ,Philadelphia,Burlington,2932,10.47
79265,48603,Saginaw,MI,Saginaw,Saginaw,2933,13.31
78943,48067,Royal Oak,MI,Detroit,Oakland,2934,12.48
82195,55343,Hopkins,MN,Minneapolis-St Paul,Hennepin,2935,12.87
61870,10573,Port Chester,NY,New York,Westchester,2936,12.33
80990,52501,Ottumwa,IA,Ottumwa,Wapello,2937,7.31
79799,49546,Cascade,MI,Grand Rapids,Kent,2938,14.35
73247,34986,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,2939,12.03
81639,54302,Green Bay,WI,Green Bay,Brown,2940,12.05
92020,77550,Galveston,TX,Houston,Galveston,2941,10.98
399603,60169,Hoffman Estates,IL,Chicago,Cook,2942,11.42
58605,2062,Norwood,MA,Boston,Norfolk,2943,15.11
58650,2136,Boston,MA,Boston,Suffolk,2944,14.89
67774,23606,Newport News,VA,Virginia Beach,Newport News City,2945,13.4
66797,21144,Severn,MD,Baltimore,Anne Arundel,2946,14.35
66037,19713,Newark,DE,Philadelphia,New Castle,2947,12.14
79132,48322,West Bloomfield,MI,Detroit,Oakland,2948,11.96
72607,33441,Deerfield Beach,FL,Miami-Fort Lauderdale,Broward,2949,11.25
78516,47274,Seymour,IN,Seymour,Jackson,2950,9.48
97988,95120,San Jose,CA,San Jose,Santa Clara,2951,34.43
70571,29582,North Myrtle Beach,SC,Myrtle Beach,Horry,2952,12.97
99838,98513,Lacey,WA,Olympia,Thurston,2953,14.86
94764,85050,Phoenix,AZ,Phoenix,Maricopa,2954,16.13
99217,97355,Lebanon,OR,Albany,Linn,2955,14.42
96265,91001,Altadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2956,22.8
84755,61008,Belvidere,IL,Rockford,Boone,2957,9.11
64645,16602,Altoona,PA,Altoona,Blair,2958,9.97
86357,64119,Kansas City,MO,Kansas City,Jackson,2959,9.82
65818,19151,Philadelphia,PA,Philadelphia,Philadelphia,2960,10.28
97793,94588,Pleasanton,CA,San Francisco,Alameda,2961,26.7
70621,29640,Easley,SC,Greenville,Pickens,2962,10.44
66566,20706,Lanham Seabrook,MD,Washington,Prince Georges,2963,12.97
78100,46342,Hobart,IN,Chicago,Lake,2964,9.39
77683,45459,Centerville,OH,Dayton,Montgomery,2965,10.72
93215,80026,Lafayette,CO,Boulder,Boulder,2966,19.06
70594,29609,Greenville,SC,Greenville,Greenville,2967,12.47
77399,45005,Franklin,OH,Cincinnati,Warren,2968,10.17
67721,23453,Virginia Beach,VA,Virginia Beach,Virginia Beach City,2969,13.61
81386,53562,Middleton,WI,Madison,Dane,2970,17.75
88818,70809,Baton Rouge,LA,Baton Rouge,East Baton Rouge,2971,13.01
422746,75033,Frisco,TX,Dallas-Fort Worth,Collin,2972,14.28
74153,37072,Goodlettsville,TN,Nashville,Davidson,2973,13.14
95803,89107,Las Vegas,NV,Las Vegas,Clark,2974,13.55
81242,53142,Kenosha,WI,Chicago,Kenosha,2975,11.97
78032,46217,Indianapolis,IN,Indianapolis,Marion,2976,10.34
63431,14127,Orchard Park,NY,Buffalo,Erie,2977,13.05
94601,84604,Provo,UT,Provo,Utah,2978,18.93
66690,20886,Montgomery Village,MD,Washington,Montgomery,2979,12.84
63948,15217,Pittsburgh,PA,Pittsburgh,Allegheny,2980,13.53
85350,62226,Belleville,IL,St. Louis,Saint Clair,2981,9.73
96373,91350,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2982,16.9
84353,60098,Woodstock,IL,Chicago,McHenry,2983,10.56
92308,78212,San Antonio,TX,San Antonio,Bexar,2984,11.07
98176,95409,Santa Rosa,CA,Santa Rosa,Sonoma,2985,19.33
73623,35810,Huntsville,AL,Huntsville,Madison,2986,9.06
91899,77389,The Woodlands,TX,Houston,Montgomery,2987,10.75
76482,43040,Marysville,OH,Columbus,Union,2988,11.6
95086,85750,Tucson,AZ,Tucson,Pima,2989,16.32
78048,46235,Indianapolis,IN,Indianapolis,Marion,2990,8.64
89653,72601,Harrison,AR,Harrison,Boone,2991,10.24
96133,90301,Inglewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2992,15.27
86353,64114,Kansas City,MO,Kansas City,Jackson,2993,12.06
71519,31404,Savannah,GA,Savannah,Chatham,2994,8.73
77767,45701,Athens,OH,Athens,Athens,2995,11.2
77127,44313,Akron,OH,Akron,Summit,2996,10.46
77029,44129,Parma,OH,Cleveland,Cuyahoga,2997,9.36
98519,95969,Paradise,CA,Chico,Butte,2998,16.67
93629,81001,Pueblo,CO,Pueblo,Pueblo,2999,10.65
71279,30705,Chatsworth,GA,Dalton,Murray,3000,9.55
399654,85140,Queen Creek,AZ,Phoenix,Pinal,3001,15.44
58937,2840,Newport,RI,Providence,Newport,3002,16.79
94278,83705,Boise,ID,Boise City,Ada,3003,15.34
97416,93705,Fresno,CA,Fresno,Fresno,3004,13.28
80189,50158,Marshalltown,IA,Marshalltown,Marshall,3005,8.87
96650,92108,San Diego,CA,San Diego,San Diego,3006,15.51
62188,11704,West Babylon,NY,New York,Suffolk,3007,3.12
96045,90064,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3008,24.98
82272,55422,Robbinsdale,MN,Minneapolis-St Paul,Hennepin,3009,12.53
81423,53705,Madison,WI,Madison,Dane,3010,15.01
85071,61604,Peoria,IL,Peoria,Peoria,3011,8.01
81297,53217,Whitefish Bay,WI,Milwaukee,Milwaukee,3012,10.94
72441,33138,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,3013,14.94
96356,91326,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3014,18.85
82768,56308,Alexandria,MN,Alexandria,Douglas,3015,14.65
72700,33594,Valrico,FL,Tampa,Hillsborough,3016,12.42
65757,19087,Radnor,PA,Philadelphia,Delaware,3017,14.93
71923,32312,Tallahassee,FL,Tallahassee,Leon,3018,13.36
97542,94070,San Carlos,CA,San Francisco,San Mateo,3019,35.36
62147,11554,East Meadow,NY,New York,Nassau,3020,14.62
91210,76049,Granbury,TX,Dallas-Fort Worth,Hood,3021,13.41
84492,60441,Lockport,IL,Chicago,Will,3022,10.2
97124,93101,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara,3023,21.5
72545,33326,Weston,FL,Miami-Fort Lauderdale,Broward,3024,12.6
76735,43537,Maumee,OH,Toledo,Lucas,3025,10.83
90272,74063,Sand Springs,OK,Tulsa,Tulsa,3026,10.3
60828,7840,Hackettstown,NJ,Allentown,Warren,3027,12.04
93024,79605,Abilene,TX,Abilene,Taylor,3028,9.67
72233,32807,Orlando,FL,Orlando,Orange,3029,11.8
60547,7032,Kearny,NJ,New York,Hudson,3030,14.19
73142,34606,Spring Hill,FL,Tampa,Hernando,3031,10.6
89981,73159,Oklahoma City,OK,Oklahoma City,Oklahoma,3032,9.7
61165,8742,Point Pleasant,NJ,New York,Ocean,3033,16.91
96733,92220,Banning,CA,Riverside,Riverside,3034,14.01
88474,70094,Westwego,LA,New Orleans,Jefferson,3035,7.97
79800,49548,Grand Rapids,MI,Grand Rapids,Kent,3036,9.26
98917,96782,Pearl City,HI,Urban Honolulu,Honolulu,3037,25.7
96559,91941,La Mesa,CA,San Diego,San Diego,3038,19.55
87059,66044,Lawrence,KS,Lawrence,Douglas,3039,10.42
88624,70501,Lafayette,LA,Lafayette,Lafayette,3040,8.11
87512,67217,Wichita,KS,Wichita,Sedgwick,3041,10.19
81641,54304,Green Bay,WI,Green Bay,Brown,3042,12.26
70657,29680,Simpsonville,SC,Greenville,Greenville,3043,11.37
96349,91316,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3044,18.93
99160,97267,Oatfield,OR,Portland,Clackamas,3045,17.04
95301,87106,Albuquerque,NM,Albuquerque,Bernalillo,3046,15.09
68201,24541,Danville,VA,Danville,Danville City,3047,8.16
91623,76901,San Angelo,TX,San Angelo,Tom Green,3048,8.82
98516,95966,Oroville,CA,Chico,Butte,3049,15.14
95939,89511,Reno,NV,Reno,Washoe,3050,20
65685,19002,Upper Dublin,PA,Philadelphia,Montgomery,3051,14.67
99366,97603,Klamath Falls,OR,Klamath Falls,Klamath,3052,12.82
68878,26101,Parkersburg,WV,Parkersburg,Wood,3053,8.66
73207,34758,Poinciana,FL,Orlando,Osceola,3054,12.04
77668,45429,Kettering,OH,Dayton,Montgomery,3055,10.53
399730,84081,West Jordan,UT,Salt Lake City,Salt Lake,3056,14.53
92317,78221,San Antonio,TX,San Antonio,Bexar,3057,9.17
99579,98119,Seattle,WA,Seattle,King,3058,25.85
71920,32309,Tallahassee,FL,Tallahassee,Leon,3059,13.37
67224,22306,Hybla Valley,VA,Washington,Fairfax,3060,16.5
62530,12309,Niskayuna,NY,Albany,Schenectady,3061,10.99
86951,65721,Ozark,MO,Springfield,Christian,3062,13.63
399659,85298,Gilbert,AZ,Phoenix,Maricopa,3063,16.97
88418,70005,Metairie,LA,New Orleans,Jefferson,3064,13.46
97859,94903,San Rafael,CA,San Francisco,Marin,3065,20.84
72168,32720,Deland,FL,Daytona Beach,Volusia,3066,11.52
87866,68116,Omaha,NE,Omaha,Douglas,3067,11.71
69354,27455,Greensboro,NC,,Guilford,3068,12.51
65802,19135,Philadelphia,PA,Philadelphia,Philadelphia,3069,9.52
63586,14534,Pittsford,NY,Rochester,Monroe,3070,9.1
70608,29625,Anderson,SC,Greenville,Anderson,3071,11.17
86280,64015,Blue Springs,MO,Kansas City,Jackson,3072,11.33
95193,86406,Lake Havasu City,AZ,Lake Havasu City,Mohave,3073,16.04
70961,30215,Fayetteville,GA,Atlanta,Fayette,3074,12.78
72314,32937,Satellite Beach,FL,Melbourne,Brevard,3075,14.06
92618,78705,Austin,TX,Austin,Travis,3076,14.09
75468,40004,Bardstown,KY,Bardstown,Nelson,3077,12.36
77661,45420,Dayton,OH,Dayton,Montgomery,3078,8.91
58639,2125,Boston,MA,Boston,Suffolk,3079,17.46
62524,12303,Schenectady,NY,Albany,Schenectady,3080,10.1
96969,92651,Laguna Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,3081,25.19
399665,89002,Henderson,NV,Las Vegas,Clark,3082,17.42
91668,77019,Houston,TX,Houston,Harris,3083,12.51
58993,2919,Johnston,RI,Providence,Providence,3084,12.82
96162,90504,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3085,20.56
77738,45662,Portsmouth,OH,Portsmouth,Scioto,3086,6.85
60936,8043,Voorhees,NJ,Philadelphia,Camden,3087,11.42
67757,23513,Norfolk,VA,Virginia Beach,Norfolk City,3088,11.38
67602,23227,Richmond,VA,Richmond,Richmond City,3089,13.83
91214,76053,Hurst,TX,Dallas-Fort Worth,Tarrant,3090,10.84
87129,66213,Overland Park,KS,Kansas City,Johnson,3091,12.08
60364,6512,East Haven,CT,New Haven,New Haven,3092,10.49
81303,53223,Milwaukee,WI,Milwaukee,Milwaukee,3093,8.01
79783,49507,Grand Rapids,MI,Grand Rapids,Kent,3094,9.1
82223,55372,Prior Lake,MN,Minneapolis-St Paul,Scott,3095,14.63
93294,80218,Denver,CO,Denver,Denver,3096,17.79
76771,43612,Toledo,OH,Toledo,Lucas,3097,6.69
91724,77075,Houston,TX,Houston,Harris,3098,10.26
93588,80910,Colorado Springs,CO,Colorado Springs,El Paso,3099,13.29
71302,30741,Fairview,GA,Chattanooga,Walker,3100,9.04
76965,44052,Lorain,OH,Cleveland,Lorain,3101,7.84
92524,78582,Rio Grande City,TX,Rio Grande City,Starr,3102,6.91
99512,98027,Issaquah,WA,Seattle,King,3103,24.27
399661,85395,Goodyear,AZ,Phoenix,Maricopa,3104,15.95
100156,99207,Spokane,WA,Spokane,Spokane,3105,12.61
69306,27332,Sanford,NC,Sanford,Lee,3106,11.95
92054,77598,Houston,TX,Houston,Harris,3107,9.39
96963,92637,Laguna Woods,CA,Los Angeles-Long Beach-Anaheim,Orange,3108,14.58
96672,92131,San Diego,CA,San Diego,San Diego,3109,21.76
72459,33156,Pinecrest,FL,Miami-Fort Lauderdale,Miami-Dade,3110,14.96
98945,96814,Honolulu,HI,Urban Honolulu,Honolulu,3111,19.76
79215,48446,Lapeer,MI,Detroit,Lapeer,3112,12.42
66598,20745,Forest Heights,MD,Washington,Prince Georges,3113,11.65
72900,33907,Fort Myers,FL,Fort Myers,Lee,3114,9.02
72669,33542,Zephyrhills,FL,Tampa,Pasco,3115,9.68
58762,2453,Waltham,MA,Boston,Middlesex,3116,19.6
82763,56301,Saint Cloud,MN,St. Cloud,Stearns,3117,10.85
94220,83605,Caldwell,ID,Boise City,Canyon,3118,13.07
99523,98038,Maple Valley,WA,Seattle,King,3119,17.3
87894,68164,Omaha,NE,Omaha,Douglas,3120,10.91
92516,78573,Alton,TX,McAllen,Hidalgo,3121,8.87
78067,46268,Indianapolis,IN,Indianapolis,Marion,3122,9.52
61222,8865,Phillipsburg,NJ,Allentown,Warren,3123,10.15
63637,14616,Greece,NY,Rochester,Monroe,3124,6.57
99159,97266,Portland,OR,Portland,Multnomah,3125,16.01
78964,48091,Warren,MI,Detroit,Macomb,3126,7.84
93251,80122,Centennial,CO,Denver,Arapahoe,3127,16.97
80387,50501,Fort Dodge,IA,Fort Dodge,Webster,3128,9.54
82041,55016,Cottage Grove,MN,Minneapolis-St Paul,Washington,3129,12.79
73197,34743,Kissimmee,FL,Orlando,Osceola,3130,12.53
80080,50014,Ames,IA,Ames,Story,3131,10.77
91383,76401,Stephenville,TX,Stephenville,Erath,3132,10.01
62950,13090,Liverpool,NY,Syracuse,Onondaga,3133,9.04
97253,93422,Atascadero,CA,San Luis Obispo,San Luis Obispo,3134,19.44
67608,23233,Henrico,VA,Richmond,Henrico,3135,15.36
60611,7107,Newark,NJ,New York,Essex,3136,14.52
67132,22042,Falls Church,VA,Washington,Fairfax,3137,17.66
65728,19050,Lansdowne,PA,Philadelphia,Delaware,3138,8.83
66846,21237,Rosedale,MD,Baltimore,Baltimore,3139,11.12
93290,80214,Lakewood,CO,Denver,Jefferson,3140,16.95
61141,8648,Lawrence,NJ,Trenton,Mercer,3141,11.4
95826,89130,Las Vegas,NV,Las Vegas,Clark,3142,16.9
75867,41011,Covington,KY,Cincinnati,Kenton,3143,10.83
78286,46804,Fort Wayne,IN,Fort Wayne,Allen,3144,10.1
97337,93561,Tehachapi,CA,Bakersfield,Kern,3145,14.58
66720,21009,Abingdon,MD,Baltimore,Harford,3146,12.82
99183,97306,Salem,OR,Salem,Marion,3147,15.44
65786,19119,Philadelphia,PA,Philadelphia,Philadelphia,3148,14.98
72405,33076,Coral Springs,FL,Miami-Fort Lauderdale,Broward,3149,13.5
73045,34223,Englewood,FL,North Port-Sarasota-Bradenton,Sarasota,3150,10.34
84502,60451,New Lenox,IL,Chicago,Will,3151,11.18
77521,45230,Cincinnati,OH,Cincinnati,Hamilton,3152,10.5
98119,95337,Manteca,CA,Stockton,San Joaquin,3153,18.14
79782,49506,Grand Rapids,MI,Grand Rapids,Kent,3154,12.58
70960,30214,Fayetteville,GA,Atlanta,Fayette,3155,12.17
82117,55116,Saint Paul,MN,Minneapolis-St Paul,Ramsey,3156,15.25
70705,29745,York,SC,Charlotte,York,3157,11.81
96517,91780,Temple City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3158,24.88
97804,94602,Oakland,CA,San Francisco,Alameda,3159,23.69
69376,27517,Chapel Hill,NC,Durham,Orange,3160,15.2
93313,80237,Denver,CO,Denver,Denver,3161,16.65
66835,21225,Brooklyn Park,MD,Baltimore,Anne Arundel,3162,9.17
78156,46516,Elkhart,IN,Elkhart,Elkhart,3163,8.96
72015,32459,Santa Rosa Beach,FL,Crestview-Fort Walton Beach-Destin,Walton,3164,18.12
97990,95122,San Jose,CA,San Jose,Santa Clara,3165,20.65
72485,33183,Kendale Lakes,FL,Miami-Fort Lauderdale,Miami-Dade,3166,11.3
58749,2368,Randolph,MA,Boston,Norfolk,3167,12.69
58779,2474,Arlington,MA,Boston,Middlesex,3168,22.97
76489,43050,Mount Vernon,OH,Mount Vernon,Knox,3169,10.12
92011,77536,Deer Park,TX,Houston,Harris,3170,9.81
64623,16509,Millcreek,PA,Erie,Erie,3171,10.77
60527,7011,Clifton,NJ,New York,Passaic,3172,15.8
91978,77489,Missouri City,TX,Houston,Fort Bend,3173,8.62
99117,97203,Portland,OR,Portland,Multnomah,3174,17.55
62199,11717,Islip,NY,New York,Suffolk,3175,5.67
98373,95682,Shingle Springs,CA,Sacramento,El Dorado,3176,18.63
72576,33409,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,3177,9.98
87326,66801,Emporia,KS,Emporia,Lyon,3178,9.27
72600,33434,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,3179,8.14
77623,45365,Sidney,OH,Sidney,Shelby,3180,10.37
64440,16066,Cranberry,PA,Pittsburgh,Butler,3181,12.18
97381,93638,Madera,CA,Madera,Madera,3182,14.91
95830,89134,Las Vegas,NV,Las Vegas,Clark,3183,17.68
81640,54303,Green Bay,WI,Green Bay,Brown,3184,11.85
84393,60142,Huntley,IL,Chicago,McHenry,3185,11.68
84434,60189,Wheaton,IL,Chicago,Du Page,3186,13.71
60788,7747,Matawan,NJ,New York,Monmouth,3187,13.48
64877,17046,Lebanon,PA,Lebanon,Lebanon,3188,11.19
84313,60050,McHenry,IL,Chicago,McHenry,3189,9.95
72574,33407,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,3190,10.41
76580,43212,Grandview Heights,OH,Columbus,Franklin,3191,14.02
76577,43209,Bexley,OH,Columbus,Franklin,3192,13.06
84632,60631,Chicago,IL,Chicago,Cook,3193,13.98
96652,92110,San Diego,CA,San Diego,San Diego,3194,19.77
66254,20164,Sterling,VA,Washington,Loudoun,3195,15.51
84691,60714,Niles,IL,Chicago,Cook,3196,12.77
99192,97321,Albany,OR,Albany,Linn,3197,15.34
89983,73162,Oklahoma City,OK,Oklahoma City,Oklahoma,3198,11.64
74216,37172,Springfield,TN,Nashville,Robertson,3199,12.37
84653,60656,Chicago,IL,Chicago,Cook,3200,12.86
90786,75234,Farmers Branch,TX,Dallas-Fort Worth,Dallas,3201,11.71
85957,63139,Saint Louis,MO,St. Louis,Saint Louis City,3202,11.66
82293,55443,Brooklyn Park,MN,Minneapolis-St Paul,Hennepin,3203,13.12
74655,38117,Memphis,TN,Memphis,Shelby,3204,11.77
97001,92701,Santa Ana,CA,Los Angeles-Long Beach-Anaheim,Orange,3205,16.78
84560,60527,Burr Ridge,IL,Chicago,Du Page,3206,13.27
67322,22601,Winchester,VA,Winchester,Frederick,3207,13.73
61898,10704,Yonkers,NY,New York,Westchester,3208,15.03
94458,84095,South Jordan,UT,Salt Lake City,Salt Lake,3209,17.21
59030,3079,Salem,NH,Boston,Rockingham,3210,14.36
399565,29707,Fort Mill,SC,Charlotte,York,3211,14.46
67058,21811,Berlin,MD,Salisbury,Worcester,3212,13.99
96020,90039,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3213,24.13
74407,37659,Jonesborough,TN,Johnson City,Washington,3214,12.65
79025,48162,Frenchtown,MI,Monroe,Monroe,3215,12.37
96172,90604,South Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3216,18.33
82271,55421,Columbia Heights,MN,Minneapolis-St Paul,Anoka,3217,11.74
94807,85212,Mesa,AZ,Phoenix,Maricopa,3218,16.31
71589,31601,Valdosta,GA,Valdosta,Lowndes,3219,8.87
58257,1089,West Springfield,MA,Springfield,Hampden,3220,11.43
72475,33173,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,3221,12.81
93116,79904,El Paso,TX,El Paso,El Paso,3222,9.06
399735,97471,Roseburg,OR,Roseburg,Douglas,3223,15.97
81240,53140,Kenosha,WI,Chicago,Kenosha,3224,10.5
84549,60515,Downers Grove,IL,Chicago,Du Page,3225,13.72
93802,81504,Grand Junction,CO,Grand Junction,Mesa,3226,14.98
62070,11358,New York,NY,New York,Queens,3227,30.44
98121,95340,Merced,CA,Merced,Merced,3228,16.84
399637,78633,Georgetown,TX,Austin,Williamson,3229,14.38
93220,80033,Wheat Ridge,CO,Denver,Jefferson,3230,18.07
72293,32905,Palm Bay,FL,Melbourne,Brevard,3231,9.86
95983,90002,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3232,13.43
422745,84129,Taylorsville,UT,Salt Lake City,Salt Lake,3233,14.2
81693,54449,Marshfield,WI,Wisconsin Rapids-Marshfield,Wood,3234,11.66
77530,45239,White Oak,OH,Cincinnati,Hamilton,3235,8.91
62271,11801,Hicksville,NY,New York,Nassau,3236,13.86
82276,55426,Saint Louis Park,MN,Minneapolis-St Paul,Hennepin,3237,13.49
90421,74464,Tahlequah,OK,Tahlequah,Cherokee,3238,10.02
399548,17202,Hamilton,PA,Chambersburg,Franklin,3239,13.9
72242,32817,Orlando,FL,Orlando,Orange,3240,13.18
62328,12010,Amsterdam,NY,Amsterdam,Montgomery,3241,7.13
61644,10030,New York,NY,New York,New York,3242,26.28
62007,11104,New York,NY,New York,Queens,3243,24.56
94320,83814,Coeur d'Alene,ID,Coeur d'Alene,Kootenai,3244,17.56
62259,11787,Smithtown,NY,New York,Suffolk,3245,13.42
75175,39157,Ridgeland,MS,Jackson,Madison,3246,9.09
60656,7410,Fair Lawn,NJ,New York,Bergen,3247,15.27
77025,44125,Garfield Heights,OH,Cleveland,Cuyahoga,3248,6.67
82075,55060,Owatonna,MN,Owatonna,Steele,3249,11.66
98540,95993,Yuba City,CA,Yuba City,Sutter,3250,16.38
64550,16335,Meadville,PA,Meadville,Crawford,3251,8.16
97966,95070,Saratoga,CA,San Jose,Santa Clara,3252,36.61
82278,55428,New Hope,MN,Minneapolis-St Paul,Hennepin,3253,12.01
78593,47421,Bedford,IN,Bedford,Lawrence,3254,9.01
66629,20782,Chillum,MD,Washington,Prince Georges,3255,13.76
74165,37086,La Vergne,TN,Nashville,Rutherford,3256,12.54
94165,83440,Rexburg,ID,Rexburg,Madison,3257,14.66
78962,48089,Warren,MI,Detroit,Macomb,3258,6.33
75212,39208,Pearl,MS,Jackson,Rankin,3259,8.59
78973,48101,Allen Park,MI,Detroit,Wayne,3260,10.27
87502,67207,Wichita,KS,Wichita,Sedgwick,3261,11.62
96484,91739,Rancho Cucamonga,CA,Riverside,San Bernardino,3262,18.24
79517,49024,Portage,MI,Kalamazoo,Kalamazoo,3263,10.47
70480,29440,Georgetown,SC,Georgetown,Georgetown,3264,11.36
69566,27870,Roanoke Rapids,NC,Roanoke Rapids,Halifax,3265,8.19
72833,33809,Lakeland,FL,Lakeland,Polk,3266,12.09
81720,54481,Stevens Point,WI,Stevens Point,Portage,3267,11.39
72402,33073,Coconut Creek,FL,Miami-Fort Lauderdale,Broward,3268,12.93
93354,80302,Boulder,CO,Boulder,Boulder,3269,24.76
94423,84058,Orem,UT,Provo,Utah,3270,16.18
78174,46545,Mishawaka,IN,South Bend,Saint Joseph,3271,8.9
74566,37931,Knoxville,TN,Knoxville,Knox,3272,12.44
71796,32117,Holly Hill,FL,Daytona Beach,Volusia,3273,9.39
89443,72205,Little Rock,AR,Little Rock,Pulaski,3274,12.01
93236,80104,Castle Rock,CO,Denver,Douglas,3275,15.49
84299,60035,Highland Park,IL,Chicago,Lake,3276,13.37
79128,48317,Shelby,MI,Detroit,Macomb,3277,11.76
66763,21075,Elkridge,MD,Baltimore,Howard,3278,13.93
73007,34114,Naples,FL,Naples,Collier,3279,6.59
82482,55912,Austin,MN,Austin,Mower,3280,10.07
83137,57104,Sioux Falls,SD,Sioux Falls,Minnehaha,3281,11.13
67192,22207,Arlington,VA,Washington,Arlington,3282,21.65
96515,91776,San Gabriel,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3283,21.98
58672,2176,Melrose,MA,Boston,Middlesex,3284,20.57
90806,75254,Dallas,TX,Dallas-Fort Worth,Dallas,3285,11.17
66255,20165,Sterling,VA,Washington,Loudoun,3286,17.03
67839,23860,Hopewell,VA,Richmond,Hopewell City,3287,9.63
60100,6033,Glastonbury,CT,Hartford,Hartford,3288,12.29
84489,60438,Lansing,IL,Chicago,Cook,3289,7.14
